addresss,category,createdAt,descript,indicentId,location,objectId,pdDiscrict,pdId,resolution,timestamp,updatedAt,weight
GOUGH ST / OAK ST,LARCENY/THEFT,2015-03-09T10:39:21.617Z,GRAND THEFT FROM LOCKED AUTO,156042883,GeoPoint|37.7750203945871|-122.42260112019,XjCucHF3Jf,NORTHERN,15604288306244,NONE,Date|2015-02-21T17:35:00.000Z,2015-03-09T10:39:21.617Z,10
POST ST / GRANT AV,LARCENY/THEFT,2015-03-09T10:39:21.625Z,GRAND THEFT FROM LOCKED AUTO,156042974,GeoPoint|37.7886936920129|-122.405222821755,hGWMHq1Tt9,CENTRAL,15604297406244,NONE,Date|2015-02-21T17:15:00.000Z,2015-03-09T10:39:21.625Z,10
1800 Block of FELL ST,VEHICLE THEFT,2015-03-09T10:39:21.632Z,STOLEN AUTOMOBILE,150161691,GeoPoint|37.7727368789292|-122.448347056211,VT2WKXn4QH,PARK,15016169107021,NONE,Date|2015-02-21T17:00:00.000Z,2015-03-09T10:39:21.632Z,10
500 Block of TURK ST,LARCENY/THEFT,2015-03-09T10:39:21.640Z,GRAND THEFT FROM LOCKED AUTO,156042899,GeoPoint|37.7823263368922|-122.418192861208,KnsGyPok77,NORTHERN,15604289906244,NONE,Date|2015-02-21T17:00:00.000Z,2015-03-09T10:39:21.640Z,10
1000 Block of JUNIPERO SERRA BL,VEHICLE THEFT,2015-03-09T10:39:21.648Z,STOLEN AUTOMOBILE,150161817,GeoPoint|37.7178681219403|-122.472711742243,3Crq0WTwq2,TARAVAL,15016181707021,NONE,Date|2015-02-21T16:30:00.000Z,2015-03-09T10:39:21.648Z,10
300 Block of JEFFERSON ST,LARCENY/THEFT,2015-03-09T10:39:21.656Z,PETTY THEFT OF PROPERTY,156042930,GeoPoint|37.8078519838014|-122.418270696719,lSdXRpFNui,CENTRAL,15604293006372,NONE,Date|2015-02-21T16:30:00.000Z,2015-03-09T10:39:21.656Z,10
700 Block of MARKET ST,LARCENY/THEFT,2015-03-09T10:39:21.664Z,PETTY THEFT SHOPLIFTING,150160966,GeoPoint|37.7871160984672|-122.403919148357,DHbNjhU4df,SOUTHERN,15016096606363,NONE,Date|2015-02-21T16:28:00.000Z,2015-03-09T10:39:21.664Z,10
JOHNFKENNEDY DR / 30TH AV,LARCENY/THEFT,2015-03-09T10:39:21.671Z,GRAND THEFT FROM LOCKED AUTO,156043079,GeoPoint|37.7708917848848|-122.489804747862,PWGjASnT1X,RICHMOND,15604307906244,NONE,Date|2015-02-21T16:20:00.000Z,2015-03-09T10:39:21.671Z,10
1900 Block of 15TH ST,NON-CRIMINAL,2015-03-09T10:39:21.680Z,FIRE REPORT,150160916,GeoPoint|37.7661073531609|-122.428282992711,My8W936AGI,MISSION,15016091668000,NONE,Date|2015-02-21T16:00:00.000Z,2015-03-09T10:39:21.680Z,1
400 Block of STOCKTON ST,VEHICLE THEFT,2015-03-09T10:39:21.688Z,STOLEN AUTOMOBILE,150161356,GeoPoint|37.789918101686|-122.406977563692,rHpw9SCknq,CENTRAL,15016135607021,NONE,Date|2015-02-21T16:00:00.000Z,2015-03-09T10:39:21.688Z,10
1700 Block of 35TH AV,NON-CRIMINAL,2015-03-09T10:39:21.696Z,LOCATED PROPERTY,150160944,GeoPoint|37.7543968656925|-122.493752455456,ChciUa3A5c,TARAVAL,15016094473001,NONE,Date|2015-02-21T16:00:00.000Z,2015-03-09T10:39:21.696Z,1
3900 Block of 18TH ST,ASSAULT,2015-03-09T10:39:21.704Z,AGGRAVATED ASSAULT WITH BODILY FORCE,150160922,GeoPoint|37.7611418813327|-122.431710082584,hlW2TaeaYX,MISSION,15016092204014,NONE,Date|2015-02-21T15:48:00.000Z,2015-03-09T10:39:21.704Z,10
GROVE ST / WEBSTER ST,LARCENY/THEFT,2015-03-09T10:39:21.724Z,GRAND THEFT FROM LOCKED AUTO,156042855,GeoPoint|37.776975788523|-122.42968749628,u7ac5r9GZ0,NORTHERN,15604285506244,NONE,Date|2015-02-21T15:30:00.000Z,2015-03-09T10:39:21.724Z,10
VANNESS AV / SUTTER ST,LARCENY/THEFT,2015-03-09T10:39:21.732Z,GRAND THEFT FROM LOCKED AUTO,156042861,GeoPoint|37.7875490095115|-122.421762501792,nOQcY7me6h,NORTHERN,15604286106244,NONE,Date|2015-02-21T15:30:00.000Z,2015-03-09T10:39:21.732Z,10
