"Crime Score"
"GeoPoint|37.7884368260567|-122.414368110368" 8.13717071704532
"GeoPoint|37.7229041567607|-122.398034500753" 6.79369111727208
"GeoPoint|37.7863922340602|-122.438394869495" 9.02535624696132
"GeoPoint|37.7851513851678|-122.426449161534" 7.69445777846199
"GeoPoint|37.8082613305439|-122.414988252591" 8.03069544273631
"GeoPoint|37.7940204426882|-122.402936610374" 5.69406937310156
"GeoPoint|37.7884982866148|-122.406775392392" 7.99432737316966
"GeoPoint|37.7975048898339|-122.402042584193" 8.76894411823234
"GeoPoint|37.738741839511|-122.389310644607" 5.16458692453278
"GeoPoint|37.7889857451928|-122.406867519472" 8.19539206612139
"GeoPoint|37.7560038618907|-122.444203110408" 9.79921036797895
"GeoPoint|37.7875673013055|-122.406592269796" 7.73671668034185
"GeoPoint|37.7720549755537|-122.431289969136" 8.37968877727577
"GeoPoint|37.7869881885308|-122.410699657634" 8.19086192560937
"GeoPoint|37.7743792347808|-122.390753273663" 8.50625095342489
"GeoPoint|37.775420706711|-122.403404791479" 7.87109479129724
"GeoPoint|37.7836201224351|-122.422654162984" 9.14619854483003
"GeoPoint|37.8042568095058|-122.402038998271" 8.84001989801427
"GeoPoint|37.750241057883|-122.446432100907" 7.95514439474596
"GeoPoint|37.7750203945871|-122.42260112019" 8.78117346214365
"GeoPoint|37.7886936920129|-122.405222821755" 7.80299336613462
"GeoPoint|37.7727368789292|-122.448347056211" 6.8688178815263
"GeoPoint|37.7823263368922|-122.418192861208" 7.77907268894509
"GeoPoint|37.7178681219403|-122.472711742243" 8.40570046695769
"GeoPoint|37.8078519838014|-122.418270696719" 8.89412062535816
"GeoPoint|37.7871160984672|-122.403919148357" 8.47497547516694
"GeoPoint|37.7708917848848|-122.489804747862" 8.09733913084466
"GeoPoint|37.7661073531609|-122.428282992711" 9.01554925998736
"GeoPoint|37.789918101686|-122.406977563692" 8.83953024096163
"GeoPoint|37.7543968656925|-122.493752455456" 6.67500425341718
"GeoPoint|37.7611418813327|-122.431710082584" 7.56759964258978
"GeoPoint|37.776975788523|-122.42968749628" 8.41056081723606
"GeoPoint|37.7875490095115|-122.421762501792" 7.67526648697105
"GeoPoint|37.7835100715421|-122.405395493939" 8.79715171428384
"GeoPoint|37.8046850499582|-122.413433201999" 9.31023387710369
"GeoPoint|37.7766597984985|-122.412160931881" 7.94034343940149
"GeoPoint|37.7680054163824|-122.424412715064" 7.84931153746192
"GeoPoint|37.8003406138473|-122.417589710606" 9.41990914796873
"GeoPoint|37.7769313104957|-122.426360535365" 8.75918508334457
"GeoPoint|37.7725405391593|-122.466204667893" 8.47838279492877
"GeoPoint|37.7844435964858|-122.427954885331" 8.69590591205444
"GeoPoint|37.7597348090272|-122.447055013255" 9.6260800119299
"GeoPoint|37.7771077210197|-122.42309400129" 9.18852545830381
"GeoPoint|37.7662014296859|-122.466504397113" 9.12658922072215
"GeoPoint|37.7762972389613|-122.431361636424" 8.59492752939294
"GeoPoint|37.7849443169969|-122.434733246333" 8.77298043745443
"GeoPoint|37.7364438996732|-122.394438859914" 9.30317629499251
"GeoPoint|37.775073326331|-122.511293798596" 8.58130869154264
"GeoPoint|37.7884486019705|-122.407612885387" 8.77218530967242
"GeoPoint|37.7883830183627|-122.404366570224" 8.40286290077683
"GeoPoint|37.7953124364807|-122.397977877257" 7.80477577862648
"GeoPoint|37.7801399018132|-122.483663577628" 8.10170012516327
"GeoPoint|37.788178697075|-122.4168291485" 7.20439550418407
"GeoPoint|37.7562166627216|-122.418891810986" 7.96489720777371
"GeoPoint|37.7849531241612|-122.427991151911" 8.93273272537902
"GeoPoint|37.7812344891521|-122.441340525823" 9.7771478440483
"GeoPoint|37.7294128620199|-122.394070665922" 5.15395906589011
"GeoPoint|37.7753157578409|-122.427727138394" 6.43849217992783
"GeoPoint|37.7368837969126|-122.389241311502" 8.43829267223766
"GeoPoint|37.7863086885804|-122.416452065595" 7.20406158652979
"GeoPoint|37.8096707013239|-122.365565425353" 8.43286022929098
"GeoPoint|37.7895283021427|-122.413731461593" 8.16708828393541
"GeoPoint|37.7882745285785|-122.406658711008" 9.24693491874962
"GeoPoint|37.7427030847405|-122.387927387609" 6.42717897785236
"GeoPoint|37.7563570227741|-122.393071223295" 7.6427469801272
"GeoPoint|37.7335671623152|-122.42814364018" 9.59367633618109
"GeoPoint|37.8024103177266|-122.416327623844" 8.87675430751675
"GeoPoint|37.7234814213797|-122.4068026167" 8.84756619856739
"GeoPoint|37.798730428122|-122.417199752523" 9.78414872233428
"GeoPoint|37.724950248764|-122.461208520613" 8.95118682230358
"GeoPoint|37.7843533426568|-122.432914603494" 8.64834054019659
"GeoPoint|37.7899200014841|-122.422062730264" 7.70276400251973
"GeoPoint|37.7802227066368|-122.481516526312" 6.73953487112371
"GeoPoint|37.7911972507673|-122.40768078831" 7.615558004221
"GeoPoint|37.7808219708329|-122.422090267887" 7.61309060887973
"GeoPoint|37.7734052631424|-122.506818965003" 9.64000610825677
"GeoPoint|37.7864562307955|-122.430791511808" 8.76953974626623
"GeoPoint|37.8019715280364|-122.440578594925" 6.56652931329722
"GeoPoint|37.8033467206612|-122.416514507406" 8.30005464557714
"GeoPoint|37.7702619702403|-122.444502333693" 6.93654538741337
"GeoPoint|37.7886989511647|-122.420307355721" 7.56726609282919
"GeoPoint|37.8054165242789|-122.415245418291" 8.51886611269833
"GeoPoint|37.80476375718|-122.405178220847" 8.58687336047322
"GeoPoint|37.803964400901|-122.440624097021" 8.23696443250942
